GivenName,Surname,Birthday
Nadine,Bureau,9/21/1997
Maurice,Couturier,3/26/1998
Damiane,Boisvert,12/1/1997
Julie,Larocque,3/3/1997
Isaac,Paiement,11/9/1995
Troy,Pelchat,3/13/2003
Mignonette,Marcoux,11/11/1999
Audrey,Hétu,9/5/2001
Eleanor,Lamontagne,2/27/1999
Cinderella,Veronneau,4/4/2001
Orva,Brunault,4/11/2002
Bevis,Moreau,5/13/2001
Honoré,Sylvain,10/29/1996
Arianne,Perreault,3/21/2004
Capucine,Côté,2/15/2001
Pierpont,Leroux,5/22/1997
Onfroi,Lazure,4/25/1998
Alice,Brault,10/22/2000
Juliette,Pinette,9/30/2001
Varden,Robert,12/3/2000
Luc,Bernard,8/4/1998
Jacquenett,Jardine,3/16/1995
Denis,Langelier,9/18/1995
Roslyn,Caya,11/13/2003
Aubine,Durand,10/23/1995
Fifine,Lacroix,9/28/1996
Ancelina,Salois,5/21/2002
Davet,Houde,6/21/1999
Rémy,Couet,7/6/1995
Valérie,Bussière,8/24/1999
Clarimunda,Houde,2/7/2004
Tristan,Villeneuve,7/6/2004
Adrien,Desilets,3/31/2000
Georges,Marois,4/5/2003
Cher,Chartré,12/12/1996
Arianne,Charpentier,10/24/2002
Fantina,Brasseur,10/3/2000
Frédérique,Sauvé,10/29/2004
Jacqueline,Poisson,7/25/2004
Fabienne,Fongemie,1/10/1996
Yvon,Salmons,8/16/1998
Percy,Lafontaine,8/14/1998
Robert,Narcisse,9/13/2003
Brier,Roussel,3/25/2003
Gaetan,Provencher,5/31/2000
Marmion,Veronneau,9/10/2000
Romaine,Daigneault,4/26/2002
Denis,Paradis,11/22/1995
Ganelon,Hébert,7/30/1999
Henri,Généreux,10/10/1997
Trinette,Sirois,3/13/1996
Pénélope,Labrosse,7/20/1997
Dexter,Sauriol,12/14/2001
Mayhew,L'Angelier,8/13/1998
Melodie,Royer,11/9/2004
Paige,Cadieux,1/9/2003
Gallia,Sarrazin,8/23/2003
Troy,Racicot,2/27/1996
Laurette,Davignon,5/21/1998
Angelique,Tisserand,11/10/2001
Paien,Charest,8/25/2001
Bevis,Lagueux,8/8/1999
Prunella,Chalut,5/10/2002
Platt,Louineaux,8/18/2003
Marcel,Ménard,6/20/1998
Javier,Martel,7/8/1998
Nanna,Forest,12/9/2001
Benoît,Dennis,3/16/1998
Claude,Binet,8/20/1996
Merlin,Montminy,6/26/1999
Granville,Dubé,8/5/1996
Caresse,Houde,1/3/2001
Faustin,Rochefort,6/14/2001
Mayhew,Brunault,1/1/2001
Bertrand,Corbin,1/22/2000
Desire,Drouin,12/3/2000
Huette,Audet,10/15/2000
Richard,Tétrault,7/10/2000
Quincy,Paquet,7/23/1997
Fayette,Asselin,2/14/1998
Henri,Bisaillon,3/3/1995
Brice,Duranseau,9/13/2000
Christian,Émond,10/2/1999
Burrell,Garcia,12/23/1999
Aymon,DuLin,11/1/1997
Joanna,LaGrande,6/19/1998
Carolos,Quenneville,7/5/1995
Hélène,Tardif,10/5/2003
Aimée,Simon,8/28/1999
Christien,Boulanger,10/29/2001
Lothair,Begin,10/1/1999
Somer,Perreault,9/21/2000
Patrice,Monrency,12/10/1997
Astolpho,St-Jean,11/9/2001
Paien,Dufour,6/3/2004
Josette,DuLin,4/23/1999
Jesper,Bonenfant,12/13/2000
Soren,Béland,3/18/1997
Slainie,Legault,9/6/1996
Tearlach,Gaillard,5/20/2003
Gaetane,Bizier,1/13/2000
Éric,Patenaude,11/8/2000
Gaetan,Sanschagrin,1/17/2004
Mason,LaCaille,10/24/1998
Leroy,Leclerc,6/17/2002
Mathilde,Parenteau,7/8/1999
Camille,Bonneville,6/20/1995
Aceline,Boulanger,5/13/2003
Auda,Doyon,8/18/2001
Germaine,Rochon,6/23/1998
Ambra,Cliche,7/20/1995
Faustin,Perrault,3/26/1996
Denise,Paquin,4/1/1995
Amabella,Déziel,3/29/2001
Alaine,Cousteau,1/15/1998
Pascal,Caouette,11/5/1995
Brice,Gamelin,8/23/1996
Garland,Meunier,7/20/2000
Belisarda,D'Aubigné,4/11/1998
Paul,Brisette,6/6/1998
Sennet,Barrière,3/2/1997
Fabrice,Carignan,2/26/1999
Élise,Lachapelle,4/14/2002
Afrodille,Blais,3/30/2001
Bartlett,Auger,2/3/2001
Millard,Souplet,2/9/2001
Bernadette,Leroux,12/20/2000
Landers,Landry,6/30/1999
Ancelina,Truchon,12/27/2002
Gaston,Fouquet,10/27/1995
Garland,Perillard,11/13/1997
Benjamin,Dupuis,1/21/1998
Christien,Asselin,1/31/1996
Rule,Charrette,2/7/2000
David,Vaillancourt,5/31/2003
Azura,Narcisse,7/4/2000
Martine,Pitre,9/26/2002
Nicolette,Gaillard,7/11/2001
Clementine,Savoie,11/27/2002
Gifford,Trépanier,8/12/1999
Gallia,Laboissonnière,12/18/1995
Océane,Ruest,11/24/1995
Denise,Brian,8/8/2003
Mavise,Michaud,5/10/1996
Maurice,Dennis,6/10/2000
Bayard,Briard,11/12/1997
Christelle,Boutot,4/24/2003
Tilly,Pitre,8/18/2003
Raina,Desnoyers,1/24/2002
Faustin,Garnier,12/15/1999
Marlon,Beaulé,6/26/2001
Joanna,Barrientos,1/16/1995
Raina,Paulet,1/23/2002
Édouard,Berie,1/12/1998
Dominique,Duffet,9/18/2002
Geoffrey,Brousseau,4/2/2000
Zoé,Majory,5/14/1996
Wyatt,Beaudoin,7/4/2004
Alice,Lacharité,1/12/2004
Caroline,Lanteigne,12/20/2003
Belle,Courtemanche,9/1/2003
Zerbino,Chatigny,8/6/1998
Belle,Noël,8/26/1996
Philippe,Meilleur,5/12/1998
Delmar,"de Launay",3/25/2001
Vallis,Mercure,4/7/2002
Delphine,Lamare,3/28/2000
Armand,Gauvin,6/27/2000
Robinette,Faucher,11/9/2001
Laurent,Chandonnet,8/25/2003
Philippine,Labrie,3/6/1999
Lowell,Riquier,6/14/1995
Pansy,Daoust,7/5/2000
Dominic,Chaussée,3/21/2004
Françoise,Laframboise,9/27/2000
Travers,Grandbois,5/29/1996
Arridano,Lagueux,5/27/1999
Odelette,Primeau,9/8/2000
Kerman,Mailloux,3/10/1997
Charlot,Franchet,10/16/1999
France,L'Hiver,1/14/2004
Perrin,Charpentier,7/25/1995
Yvette,Lajoie,12/25/2002
Marguerite,Fluet,3/28/1998
Chapin,Michel,3/6/1995
Éléonore,Doiron,7/25/1997
Tearlach,Bédard,3/14/1995
Melusina,Bousquet,1/9/2004
Javier,Briard,8/26/2000
Stéphanie,Jobin,8/18/2000
Roux,Duranseau,6/4/2004
Émile,Sarrazin,9/27/1998
Jacqueline,Sciverit,10/26/1996
Gaetane,Simon,5/16/1995
Loring,Gadbois,6/8/1995
Isaac,Michaud,4/26/1999
Octave,Beaupré,2/27/2002
Karel,Gamache,9/16/1998
Delit,Brasseur,11/2/1995
Felicien,Garcia,6/26/2001
Julien,Salois,3/28/1998
Philippine,Paré,3/16/1998
Fabrice,Pichette,1/1/1998
Fealty,Boisvert,9/2/1996
Auriville,Ménard,2/11/1999
Fantina,Vadnais,7/19/2003
Senapus,LeBatelier,9/9/1998
Crescent,Course,12/26/2000
Olympia,Patel,9/1/2004
Yseult,Brault,10/3/2004
Barry,Asselin,2/21/1995
Arlette,Bureau,2/19/1999
Quennel,Bousquet,3/4/1998
Annette,Gaillou,10/13/2000
Latimer,Berie,5/17/2000
Clovis,Pinette,1/4/1996
Rosemarie,Beausoleil,8/29/1995
Alexandrie,Fréchette,12/23/1996
Agrican,Couturier,11/8/2002
Théophile,Fréchette,1/31/1995
Constance,Durepos,12/15/2002
Grosvenor,Bazin,11/8/2004
Patricia,Jomphe,10/30/2003
Agathe,Leclair,9/16/2002
Talbot,Bordeaux,10/10/1996
Senior,Godin,7/2/1999
Travers,Chesnay,6/28/1996
Marjolaine,Langlais,2/15/2001
Anouk,Dupéré,12/30/1994
Maurelle,Boisvert,3/24/2002
Scoville,Chauvet,1/22/2004
Avril,Chastain,9/22/2001
Zacharie,Lemaître,8/25/1995
Frontino,Rochon,11/12/1997
Olivier,Lemaître,1/7/1999
Manville,Landry,3/7/1999
Antoinette,Sicard,8/5/1998
Pauline,Avare,6/5/1996
Hortense,Michaud,6/19/1995
Pierpont,Cadieux,2/14/1996
Cammile,Lemelin,10/18/2003
Gemma,Duffet,6/8/1995
Amélie,Lacharité,4/4/2001
Arienne,Marois,6/15/2003
Xavierre,Berthiaume,9/20/1997
Alice,Champagne,10/7/2004
Bruno,Petit,5/12/2002
Faustin,Charrette,11/22/1998
Odette,Patel,3/16/1996
Eglantine,Collin,8/11/2000
Algernon,Mathieu,8/4/1995
Mandel,Jacques,8/25/2002
D'Arcy,Lamarre,12/9/1998
Percy,Marier,9/8/2002
Chappell,Margand,1/8/1995
Gaspar,Cotuand,6/29/1996
Avelaine,Benjamin,2/21/2002
Anastasie,Cormier,8/21/1998
Geneviève,Charrette,9/30/2000
Lyle,Simard,3/16/1999
Aya,Bolduc,3/16/2003
Xavierre,Grivois,12/28/2001
Amabella,Doyon,12/8/1996
Fayette,Fremont,7/3/2002
Odelette,Boulanger,2/21/2003
Gallia,Barrette,1/25/1995
Madeleine,Marcil,8/11/1995
Donatien,Desnoyers,6/29/2000
Erembourg,Daigneault,1/22/1995
Searlait,"Du Trieux",11/25/1995
Melisande,Arcouet,12/31/1996
Esmeraude,Gour,5/10/1996
Byron,Majory,7/1/1997
Gaston,Plaisance,5/22/2004
Carine,Leroux,5/26/2004
Seymour,DeGrasse,4/22/1999
Odo,Leduc,11/22/1999
Rosamonde,Beaudry,4/11/2003
Henri,Duperré,1/4/1996
Francis,Chaussée,1/21/2000
Gaspar,Laux,5/30/1998
Orson,Gilbert,3/8/2004
Sibyla,"de Chateaub",9/28/1999
Crescent,Allain,6/11/1995
Mignonette,Chartré,4/6/2001
Laetitia,Couture,6/15/2001
Capucine,Jetté,5/16/1999
Cloridan,Bonneville,11/14/2003
Namo,Duclos,11/11/2002
Zara,Therriault,7/20/1996
Anaïs,Legault,10/24/2004
Auda,Fremont,6/2/2000
Audrey,Givry,12/4/1995
Pinabel,Plaisance,6/12/1999
Merle,Barteaux,9/9/2002
Donatien,Begin,8/8/2003
Alexandrin,Baron,3/2/1995
Warrane,Huot,9/15/1996
Ignace,Deslauriers,9/23/1995
Methena,Casgrain,8/1/1996
Anne,Gour,4/4/2001
Thiery,Daigneault,4/7/1996
Saber,Corbin,11/26/2003
Avenall,Noël,12/30/1997
Fabrice,Fournier,7/29/1999
Sumner,Boucher,7/26/2002
Brice,Chenard,7/26/1998
Mayhew,Beaujolie,7/25/1999
Brier,Bazinet,9/8/1996
Marthe,Rochefort,4/28/2004
Vedette,Gamache,6/22/2002
Fayette,Bousquet,4/5/2000
Valiant,Sauriol,3/21/1999
Holly,Desruisseaux,10/13/1998
Aceline,Franchet,8/31/1995
Ganelon,Deschamps,1/14/1997
Françoise,Bériault,6/17/2002
Royden,Bois,6/16/2001
Turner,Franchet,9/16/2002
Marjolaine,Desilets,7/6/1998
Albertine,Arnoux,6/12/2003
Burrell,Gagnon,2/13/2000
Juliette,Bélanger,8/2/1997
Chappell,Flamand,6/17/1999
Hugh,Labonté,2/10/2000
Cher,Brisebois,7/27/2002
Bartlett,Cloutier,7/26/1997
Angelique,Gougeon,10/10/2003
Arnaude,Marceau,7/31/1995
Lance,Vernadeau,6/3/1999
Ganelon,D'Aoust,11/29/2003
Bernadette,Ratté,6/20/2002
Maureen,Clavette,3/17/2001
Jeanette,Chatigny,7/26/2004
Florismart,St-Jacques,3/17/2000
Antoinette,Chouinard,5/27/2000
Lance,Lang,7/5/1997
Esperanza,Bellefeuille,6/13/2003
Jeanne,Migneault,6/7/1995
Oliver,Senneville,10/20/2003
Marie,Clément,1/8/2001
Constance,Piedalue,5/20/2001
Lyle,Lejeune,7/25/2004
Édith,L'Heureux,1/4/2000
Amber,Robitaille,8/27/1996
Bruce,Rouze,2/18/1999
Josette,Beauchamp,6/4/2000
Searlait,Quessy,11/26/2003
Ferrau,LaGrande,6/9/1999
Fabienne,Racine,6/30/2002
Aimée,Goguen,12/6/2003
Mayhew,Cormier,10/2/1997
Arianne,Poulin,9/26/1997
Audrey,Durepos,11/28/1996
Olivie,Clavette,4/11/1997
Alexis,Tardif,5/18/1999
Fortun,Duplessis,12/26/1995
Martin,Beauchesne,1/28/2000
Blondelle,Dionne,3/23/1996
Yvon,Neufville,8/27/2003
Cosette,Cousteau,10/17/2001
Parfait,Ricard,10/25/1996
Valiant,Caron,1/1/2000
Guillaume,Harquin,7/24/1997
Arnaud,Aupry,12/25/1999
Brunella,Charlesbois,4/18/1999
Élodie,Veronneau,4/20/1998
Madeleine,Baril,5/11/1999
Alita,Duval,11/4/2000
Gill,Théberge,3/17/1997
Fabienne,Grandpré,3/19/2004
Soren,Labonté,12/5/1994
Victoire,Auberjonois,4/9/2004
Hugues,Dubeau,9/25/1995
Yolande,Begin,2/18/2002
Constance,Allain,4/2/2002
Aleron,Lamare,1/26/2004
Sidney,Hervé,4/18/2003
Astolpho,Coulombe,12/30/2000
Patrick,Leroy,10/29/1999
Falerina,Couturier,7/11/2000
Alphonse,Laboissonnière,6/15/2004
Olivie,Duplanty,10/25/1999
Joséphine,Vertefeuille,7/19/2000
Marshall,Mireault,5/29/2002
Caresse,Rouleau,10/2/2000
Percy,Cousteau,8/4/1998
Pinabel,Charest,2/17/2004
Langley,Fresne,9/5/1996
Dominique,Lauzier,1/1/2004
Nicole,Moreau,6/14/1998
Roch,Morneau,12/27/1995
Josette,Bernard,9/30/2000
Mariette,Rouze,5/28/1999
Amorette,Rocher,7/22/1995
Genevre,Querry,5/21/2000
Noël,Vachon,6/4/2000
Honore,Tisserand,5/13/1995
Loring,Garcia,4/23/2000
Antoine,Echeverri,6/5/1997
Aloin,Briard,8/11/1997
Joseph,Duperré,9/13/1997
Armand,Blanchard,2/16/2000
Maryse,Demers,4/21/2003
Lundy,Fresne,6/13/1998
Adrien,Barteaux,6/8/2001
Ansel,Lambert,9/4/1995
Manville,Hughes,1/27/1996
Didier,Royer,2/20/1995
Georges,Chalut,6/29/1998
Auda,Lamare,10/15/1997
Audric,"de Brisay",11/10/2004
Frédéric,Deslauriers,1/29/1996
Rachelle,Chauvet,5/25/1995
Anton,Lang,5/30/1998
Fayette,Richer,3/29/1999
Hélène,Noël,6/13/2004
Prewitt,Laboissonnière,7/9/2002
Jacques,Gendron,2/22/1998
Marcelle,Ailleboust,11/10/2000
Paige,Martel,1/10/2003
Kerman,DuLin,7/14/1997
Royce,Brault,9/2/1997
Mallory,Sarrazin,4/28/1996
Éric,Laux,4/21/1995
Étienne,LaGarde,3/10/1998
Creissant,Gabriaux,10/17/1999
Bartlett,Moquin,12/29/1998
Mayhew,Jacques,12/12/2001
Marcel,Poisson,8/23/2004
Hélène,Chandonnet,8/5/2000
Isaac,Demers,12/11/1996
Emmeline,Charlesbois,1/31/1996
Etoile,Couturier,11/29/1995
Zoé,Briard,3/29/1996
Denis,Asselin,12/30/2001
Cammile,Bérubé,3/18/1997
Montague,Daoust,7/20/2002
Travers,Blanchard,12/8/1996
Claude,Therrien,8/28/2002
Algernon,Dumoulin,12/19/2001
Lyle,Sirois,4/4/2001
Bertrand,Charpie,4/14/2000
Corette,Tachel,7/3/1997
Olivier,Trépanier,10/11/2000
Jessamine,Meilleur,8/17/2002
Gérard,Jobin,11/17/2002
David,Lacasse,12/14/1999
Cendrillon,Lapierre,4/1/2002
Romaine,Simard,12/4/2001
Roxanne,Cadieux,4/27/1996
Orville,Lebrun,9/22/2001
Tearlach,Chnadonnet,8/21/1995
Jay,Laux,5/21/1996
Léon,Simard,5/15/1998
Lowell,Laliberté,6/3/2004
Olivier,Provencher,1/26/1996
Aceline,Charron,12/17/2000
Astrid,Brochu,4/9/2002
Laurent,Lajeunesse,7/15/2000
Jay,Baron,9/4/1998
Perrin,Crête,3/8/2000
Guerin,Thibault,9/24/2003
Fiacre,Martin,8/20/2001
Scoville,Audibert,5/27/1996
Fabien,Desruisseaux,8/2/2004
Paul,Turcotte,11/11/2004
Alphonsine,Monrency,9/1/2003
Lorraine,Paimboeuf,2/2/1999
Davet,Quiron,11/27/1999
Oriel,Levasseur,10/4/2002
Caresse,Josseaume,2/26/2003
Vaden,Thibodeau,5/3/2001
Tearlach,Brunault,8/21/1996
Serge,DeGrasse,12/13/2002
Channing,Bazin,6/13/1995
Daniel,Marcoux,6/6/1999
Raymond,Rocheleau,7/16/1999
Paien,Laderoute,10/16/1997
Sidney,Boulé,8/25/1997
Perrin,Binet,2/20/2004
Noël,Veilleux,11/7/1995
Claire,Tanguay,4/8/1996
Hugh,Lajoie,10/30/2002
Frédérique,Richard,12/9/2002
Éric,Savoie,5/21/2001
Alexandre,Brault,5/5/2000
Barry,Hughes,3/24/2004
Margaux,Lemaître,11/18/1995
Colette,Charbonneau,7/5/1995
Aubrey,Beaulé,2/15/1996
Lyle,Langelier,1/16/2003
Ranger,Pouchard,5/17/1996
Jacqueline,Boutot,4/5/1996
Capucine,Côté,9/19/2003
Kerman,Hervé,8/8/1998
Davet,Bourgouin,6/25/2001
Genevre,Riel,10/26/1999
Rémy,Desforges,10/8/2000
Toussaint,Sorel,11/2/1998
Christine,Covillon,1/1/1996
Sennet,Demers,12/19/2002
Mallory,Margand,2/2/1995
Jérôme,Lebrun,4/24/2004
Bayard,Lavoie,1/19/2003
Thomas,Laramée,3/3/1999
Vincent,Émond,10/26/2003
Benjamin,Levasseur,5/3/2001
Hugh,Drouin,12/14/1996
Eliot,Lanteigne,10/9/1997
Marie,Potvin,10/28/1998
Julienne,Beaulieu,4/2/1998
Aiglentina,Lagacé,4/8/2000
Louise,Saindon,4/16/2003
Ranger,Huard,12/11/2001
Benjamin,Paquet,9/26/2003
Delmar,Primeau,7/9/2002
Geoffrey,Marquis,11/18/1996
Agnès,Gilbert,8/21/2003
Anton,Édouard,3/6/1996
Apolline,"de Chateaub",4/25/1995
Luc,Paimboeuf,9/5/1996
Emmanuel,Gamache,3/3/2001
Olivie,Mercure,7/4/2004
Élodie,Allaire,6/28/1998
Patience,St-Pierre,10/8/2003
Emmanuel,Labossière,8/21/2004
Ray,Boutot,11/28/1994
Maslin,Avare,4/23/1997
Delmar,Gaillou,6/13/1996
Faye,Leblanc,10/21/2001
Zara,Rossignol,5/3/1999
Henry,Auclair,1/8/1995
Cloridan,Lejeune,9/22/1996
Angelette,Corbeil,1/20/1999
Arienne,Therrien,6/3/1997
Pinabel,Rouleau,5/1/2000
Soren,Bélair,11/29/2000
Montague,Dastous,9/7/1996
Alexandrie,Brunault,4/24/1998
Pomeroy,Devost,10/30/2000
Iven,Baril,3/4/2004
Fleur,Arsenault,10/22/2002
Honore,Gilbert,12/15/1998
Marie,Cloutier,8/27/1998
Florus,Fortin,1/15/1998
Cerise,Deserres,4/27/1999
Soren,Marseau,10/11/2000
Guy,Therriault,11/23/2002
Eglantine,Corbin,1/3/1995
Fitz,Allard,3/30/1997
Georgette,Charest,4/11/1998
Roxanne,Parent,9/27/1999
Verrill,Bourassa,3/10/2003
Elita,Bourassa,5/31/2002
Nicole,Daoust,11/18/1995
Patricia,Asselin,10/19/1996
Jérôme,Belisle,8/29/1996
Fayette,Faubert,9/23/2004
Carine,Marier,1/23/1999
Wyatt,Souplet,10/17/1999
Christien,Beauchesne,8/10/1998
Maurice,Lamoureux,2/3/1998
Lorraine,Ricard,10/1/1999
Aurore,Marceau,4/12/2000
Sidney,Garcia,3/4/2000
Olivier,Bordeaux,9/22/2001
Julienne,Casgrain,2/2/2001
Mason,Marleau,7/8/1996
Théophile,Lespérance,4/8/2001
Leroy,Vaillancourt,7/26/2001
Oliver,Grivois,1/1/1997
Alaine,Richard,4/18/2004
Loring,Daigle,4/13/1998
Jérôme,Huppé,6/15/2002
Daniel,Boulanger,5/7/2000
Lothair,Ducharme,12/4/2003
Jacques,Breton,10/14/2000
Grosvenor,Charbonneau,10/29/1999
Porter,Achin,8/15/1999
Thérèse,Leblanc,5/19/2004
Laetitia,Voisine,3/31/1998
Claude,Bureau,6/2/1999
Georges,Hébert,5/30/2002
Marjolaine,Lamontagne,12/31/1994
Vachel,Crête,5/30/2004
Frédéric,Deserres,10/1/1997
Bruce,Édouard,1/18/1996
Jacquenett,Lamy,6/7/2001
Anastasie,Marier,5/20/1995
Erembourg,Drouin,9/16/1997
Desire,St-Pierre,3/10/2000
Villette,Hervieux,2/17/1996
Villette,Francoeur,9/27/2002
Romain,Perrault,4/24/1995
Donatien,Marcil,3/6/1997
Didier,Garreau,9/28/2002
Arienne,Gaudreau,11/29/2003
Eloise,Lagrange,5/29/1997
Arianne,Vadeboncoeur,2/19/2003
Henriette,Bellemare,11/22/2003
Fifine,Vaillancourt,7/6/2002
Valérie,D'Aoust,5/25/2001
Robinette,Dufour,3/23/1999
Émilie,Auclair,4/21/1995
Pryor,Morneau,1/21/2001
Daniel,Bouvier,3/28/1996
Margaux,Corbeil,3/26/2000
Pansy,Neufville,3/7/1996
Caresse,Meilleur,11/1/2004
Harriette,Bernier,12/27/1999
Diane,Berthelette,8/11/2001
Forrest,Lacharité,11/20/1997
Cinderella,Arsenault,2/19/2000
Luce,Lamy,1/25/2001
Normand,Bériault,9/20/1995
Orva,Plouffe,3/18/1999
Charline,Garreau,3/26/2001
Clovis,Lambert,7/9/2001
Gaetane,Beaudoin,12/7/1996
D'Arcy,Chartré,1/18/2000
Rachelle,Cotuand,5/24/2002
Carole,Course,12/12/2002
Quennel,Covillon,9/19/1997
Karel,Roy,3/27/2002
Christien,Labrecque,12/18/1999
Anouk,Tollmache,1/8/1996
Marjolaine,Racicot,6/18/2001
Laverne,Mailhot,3/1/1997
Angelique,Brian,9/2/2002
Melisande,Picard,4/1/1996
Orva,Lachapelle,7/10/2004
Élise,Tessier,11/8/1997
Telford,Lanoie,6/8/1999
Bernadette,Senneville,6/19/1996
Vachel,Lalonde,9/21/1995
Lorraine,Bisaillon,10/16/1998
Arnaude,St-Jacques,4/22/2002
Amorette,Séguin,8/21/1995
Pinabel,Latourelle,10/4/2004
Fayme,Lavallée,5/3/1997
Andrée,Paquin,3/29/2000
Valiant,Cotuand,12/18/1994
Frédéric,Pouchard,7/16/2004
Satordi,Lévesque,10/28/2000
Agrican,Trottier,1/3/2003
Belisarda,Vadnais,9/18/1997
Jesper,L'Anglais,1/12/1999
Fleurette,Lauzier,12/25/1999
Faustin,Bonami,12/10/2002
Russell,Denis,11/25/1994
Raoul,Houde,12/4/1994
Heloise,Couture,7/13/2001
Gauthier,Bouchard,11/25/1994
Mallory,Aubé,9/20/1998
Lotye,Fremont,6/12/2000
Aubrey,Reault,4/2/1996
Aloin,Cinq-Mars,1/5/2004
Colette,Dodier,6/20/2001
Sébastien,Deniger,3/20/2001
Fleurette,Chandonnet,5/15/2003
Elita,Lamare,2/28/2000
Pomeroy,Côté,8/30/2001
Sumner,"de Chateaub",6/11/2002
Pierpont,Robitaille,10/20/1998
Favor,Lamare,4/11/2001
Nicolas,Gladu,1/22/1999
Arienne,Trottier,6/18/2004
Angelette,Boisclair,12/3/2000
Aya,Bazinet,11/21/2000
Auda,Camus,5/10/1997
Vallis,Briard,9/23/1996
Anne,Rochefort,4/28/1997
Jacques,Jalbert,11/12/1998
Marcelle,Perillard,7/28/1998
Eugenia,Lachance,4/20/2002
Beltane,Arsenault,10/9/1997
Maurice,Viens,9/15/1995
Timothée,Davignon,7/6/1996
Sennet,Houde,8/31/1997
Desire,Grimard,6/24/2001
Guy,Bordeleau,5/25/2000
Bartlett,Echeverri,6/5/2003
Alaine,Vachon,7/9/2003
Honoré,Begin,6/25/1996
Ninette,Michel,7/1/1996
Travers,Mousseau,1/18/2001
Amedee,Crête,5/16/2004
Algernon,Lalonde,12/26/2003
Madeleine,Beauchesne,1/25/1999
Belda,Duval,5/1/1997
Nouel,Saucier,6/6/2001
Marshall,Gabriaux,6/8/1996
Andrée,Paquet,10/15/1999
Seymour,Benjamin,5/25/1995
Granville,"de Brisay",3/3/2004
Merci,Gosselin,1/26/1999
Minette,Aubé,12/22/1997
Hardouin,Authier,1/27/2002
Fabrice,Gaulin,10/23/2002
Maslin,Bazin,3/29/2000
Marjolaine,Carignan,3/1/2000
Forrest,Narcisse,2/26/2002
Roland,Mercier,5/17/2002
Aubert,Bonneville,2/15/1997
Marveille,Therrien,1/30/1997
Algernon,Primeau,11/16/1997
Clovis,Boulanger,10/3/2000
Maurelle,Charest,4/10/1996
Ray,Bler,5/25/1999
Malagigi,Marier,2/2/2000
Carole,Petrie,10/31/2001
Nicolette,Pinette,6/14/2004
Eglantine,Léveillé,6/16/1999
Ila,Duplanty,2/8/2003
Chappell,Tardif,9/25/1998
Demi,Gilbert,3/13/2004
Blondelle,Viens,2/1/1997
Belle,Francoeur,9/21/2001
Honore,Durand,4/9/1997
Donat,Noël,12/27/2001
Sidney,Turgeon,11/1/1997
Fabrice,Bonsaint,3/1/1998
Octave,Beauchamps,9/18/2002
Parfait,Lejeune,10/1/1998
Warrane,Boncoeur,9/1/1998
Noelle,Auger,5/9/1999
Caroline,Barteaux,9/12/1995
Liane,Bureau,5/26/1999
Fealty,Brousse,1/12/2002
Archard,Goudreau,4/18/2003
Raoul,Arcouet,2/10/2002
Chandler,Martel,9/9/2001
Arber,Gaulin,2/27/2002
Éric,Labossière,10/24/1997
Karlotta,Laurent,10/28/2000
Arthur,Généreux,11/2/2003
Melville,"de Launay",4/16/1998
Hortense,Verreau,12/22/2003
Odette,Étoile,9/26/2001
Leala,Beaujolie,9/15/2000
Charlotte,Grandbois,11/19/2004
Germaine,Provencher,7/29/1995
Luc,Mercure,8/7/2003
Jules,Bériault,6/23/2001
Arthur,Lacasse,8/11/2004
Claire,Bazinet,11/14/1995
Françoise,Mercure,9/16/1996
Moore,Garreau,5/16/1999
Medoro,Gamelin,4/26/2002
Hardouin,Larivière,12/12/1999
Jacques,Beaulieu,2/9/2003
Inès,Lachance,1/17/2004
Romaine,Doiron,6/7/1995
Maureen,Coulombe,7/19/2003
Royden,Allard,7/17/1995
Frédéric,Houle,7/21/1999
Marjolaine,Gamache,8/5/1996
Aubrette,Racine,8/28/2000
Christiane,DuLin,1/31/2004
Chapin,Guérette,7/20/2000
Somer,Migneault,6/27/1995
Victoire,Plourde,2/5/2002
Caresse,Lizotte,9/29/2001
Aya,Rivard,9/23/2003
Gauthier,Boulanger,12/28/1998
Charlotte,Boulanger,12/19/2002
Burkett,Bizier,12/9/1997
Loring,CinqMars,3/25/1996
Marie,Cotuand,3/4/1999
Pierpont,Poissonnier,5/1/2004
Marsilius,Beauchesne,5/18/1999
Caroline,Dubois,8/28/1995
Zacharie,Flamand,11/15/2004
Mirabelle,Abril,2/6/2003
Frédéric,Gregoire,10/15/1998
Arienne,Rivière,10/27/1996
Caresse,Chnadonnet,12/26/1996
Michèle,L'Hiver,10/15/1999
Tanguy,Grondin,11/6/1997
Slainie,Hervé,12/9/1995
Susanne,Talon,9/24/1999
Léon,Savoie,1/6/1999
Delmar,Descoteaux,8/30/2003
Denis,Neufville,8/27/2000
Ogier,Boileau,8/3/2002
Orane,Dumont,3/2/1999
Neville,Barrière,7/4/1997
Arianne,Charlebois,1/10/1999
Gustave,Marois,7/27/1996
Christophe,Arnoux,5/4/1998
Émile,Fontaine,3/27/2000
Heloise,Daoust,8/25/1995
André,Lang,8/30/2000
Ruby,Harquin,5/7/1999
Cendrillon,Provencher,3/29/1998
Ferrau,Vallée,7/11/2003
Octave,Hervieux,9/1/2003
Émilie,"Des Meaux",7/13/1999
Trinette,Parent,4/6/1995
Fiacre,L'Hiver,10/7/2002
Cécile,Cantin,4/22/1997
Donatien,Saindon,2/6/2002
Faye,"De La Ronde",11/12/1996
Amitee,Lefèbvre,5/17/1995
